cls,xcen,ycen,w,h,name
0,0.394180,0.461747,0.221280,0.266853,000000009488.txt
0,0.199700,0.392160,0.149080,0.255947,000000009488.txt
0,0.436100,0.611547,0.337280,0.524907,000000009488.txt
0,0.607352,0.570515,0.200453,0.778033,000000009542.txt
0,0.808812,0.493259,0.382031,0.982000,000000009556.txt
0,0.683422,0.326494,0.196531,0.526918,000000009556.txt
0,0.184375,0.563765,0.368750,0.848753,000000009556.txt
0,0.851834,0.878656,0.252033,0.220219,000000009669.txt
0,0.386110,0.190266,0.199322,0.223875,000000009669.txt
0,0.436320,0.864422,0.519696,0.271156,000000009669.txt
0,0.112313,0.870477,0.214252,0.259047,000000009669.txt
0,0.544825,0.480945,0.848248,0.612109,000000009669.txt
0,0.616039,0.608104,0.191766,0.240792,000000009708.txt
0,0.236141,0.552810,0.322344,0.871897,000000009738.txt
0,0.766594,0.644178,0.160812,0.614189,000000009895.txt
0,0.298258,0.588684,0.085859,0.232237,000000009895.txt
0,0.560836,0.519777,0.540453,0.450562,000000009927.txt
0,0.364992,0.586715,0.181578,0.490988,000000009927.txt
0,0.860297,0.611734,0.169531,0.264554,000000009927.txt
0,0.309602,0.398876,0.226391,0.357283,000000009960.txt
0,0.155531,0.403162,0.157781,0.391897,000000009960.txt
0,0.594500,0.387471,0.257656,0.406604,000000009960.txt
0,0.206672,0.091014,0.246500,0.173028,000000009993.txt
0,0.544000,0.136991,0.052719,0.105893,000000010015.txt
0,0.711234,0.161098,0.067281,0.109400,000000010015.txt
0,0.217172,0.466122,0.094469,0.116161,000000010015.txt
0,0.909313,0.408729,0.127000,0.441792,000000010176.txt
0,0.797195,0.573781,0.235953,0.824729,000000010176.txt
0,0.394469,0.483635,0.230250,0.553063,000000010176.txt
0,0.359156,0.584980,0.352531,0.800438,000000010179.txt
0,0.683055,0.567928,0.405297,0.841873,000000010179.txt
0,0.504000,0.586987,0.011000,0.064375,000000010318.txt
0,0.480477,0.595962,0.007859,0.056325,000000010318.txt
0,0.470961,0.599050,0.011859,0.061200,000000010318.txt
0,0.514391,0.582113,0.009656,0.042975,000000010318.txt
0,0.831797,0.500238,0.009844,0.047575,000000010318.txt
0,0.681594,0.627313,0.016906,0.037125,000000010318.txt
0,0.648461,0.581400,0.010141,0.022000,000000010318.txt
0,0.605805,0.587163,0.005609,0.011975,000000010318.txt
0,0.617758,0.604862,0.004984,0.018475,000000010318.txt
0,0.628430,0.607013,0.009453,0.037775,000000010318.txt
0,0.586656,0.586437,0.010000,0.022875,000000010318.txt
0,0.897148,0.229638,0.004203,0.010625,000000010318.txt
0,0.641672,0.230912,0.005281,0.013275,000000010318.txt
0,0.498937,0.566385,0.078750,0.270423,000000010388.txt
0,0.514961,0.256573,0.148422,0.394507,000000010526.txt
0,0.978820,0.218803,0.042359,0.145070,000000010526.txt
0,0.446188,0.462109,0.686094,0.876688,000000010579.txt
0,0.329006,0.238992,0.212699,0.477984,000000010581.txt
0,0.169422,0.645094,0.185906,0.471920,000000010613.txt
0,0.357578,0.755059,0.466281,0.467400,000000010613.txt
0,0.484273,0.519110,0.152922,0.602248,000000010613.txt
0,0.695672,0.493255,0.269875,0.986511,000000010613.txt
0,0.837438,0.502564,0.325125,0.994871,000000010613.txt
0,0.518406,0.455445,0.621375,0.794871,000000010613.txt
0,0.065969,0.815351,0.119938,0.341569,000000010613.txt
0,0.551758,0.377717,0.027703,0.238993,000000010613.txt
0,0.537047,0.320304,0.031344,0.161124,000000010613.txt
0,0.842250,0.103208,0.182208,0.125070,000000010614.txt
0,0.625156,0.687178,0.170781,0.625644,000000010743.txt
0,0.513647,0.512359,0.865075,0.948312,000000010779.txt
0,0.658830,0.338889,0.238740,0.369910,000000010799.txt
0,0.271391,0.612347,0.065812,0.338467,000000010890.txt
0,0.203359,0.596474,0.066750,0.307571,000000010890.txt
0,0.024813,0.617111,0.049625,0.340495,000000010890.txt
0,0.065664,0.603538,0.044484,0.309717,000000010890.txt
0,0.109469,0.620531,0.080781,0.329222,000000010890.txt
0,0.534422,0.376651,0.266656,0.220047,000000010925.txt
0,0.721508,0.304719,0.314172,0.606956,000000011025.txt
0,0.377469,0.062049,0.050156,0.124098,000000011025.txt
0,0.286039,0.052307,0.107734,0.103489,000000011025.txt
0,0.635234,0.194859,0.135531,0.389719,000000011025.txt
0,0.897289,0.146253,0.096328,0.292506,000000011025.txt
0,0.967484,0.145117,0.065031,0.290234,000000011025.txt
0,0.530000,0.079215,0.111281,0.158431,000000011025.txt
0,0.047438,0.177916,0.075000,0.126323,000000011025.txt
0,0.338187,0.584234,0.307208,0.267219,000000011034.txt
0,0.686271,0.560109,0.393375,0.667156,000000011034.txt
0,0.058552,0.877328,0.117104,0.245344,000000011034.txt
0,0.215922,0.645479,0.346969,0.523608,000000011065.txt
0,0.871445,0.534755,0.207641,0.903586,000000011065.txt
0,0.298141,0.780396,0.592906,0.416667,000000011282.txt
0,0.548875,0.311240,0.902250,0.622479,000000011282.txt
0,0.763141,0.617974,0.251875,0.737073,000000011411.txt
0,0.253203,0.578829,0.211875,0.680187,000000011411.txt
0,0.478156,0.593741,0.188500,0.638024,000000011497.txt
0,0.551135,0.520086,0.221396,0.309859,000000011579.txt
0,0.468539,0.714240,0.313484,0.548312,000000011696.txt
0,0.655219,0.586206,0.275250,0.827354,000000011737.txt
0,0.811148,0.333767,0.045203,0.212630,000000011794.txt
0,0.276320,0.316329,0.049641,0.203452,000000011794.txt
0,0.966062,0.394027,0.059000,0.137096,000000011794.txt
0,0.255969,0.235562,0.051156,0.142630,000000011794.txt
0,0.145203,0.276699,0.049875,0.273123,000000011794.txt
0,0.903906,0.384822,0.038781,0.135342,000000011794.txt
0,0.022500,0.291260,0.045000,0.278411,000000011794.txt
0,0.579336,0.316808,0.037891,0.134110,000000011794.txt
0,0.114070,0.276055,0.045516,0.206301,000000011794.txt
0,0.634367,0.319740,0.243734,0.301671,000000011794.txt
0,0.433820,0.578150,0.239922,0.843700,000000011802.txt
0,0.740656,0.423595,0.134937,0.662927,000000011802.txt
0,0.848602,0.354379,0.173922,0.696628,000000011802.txt
0,0.608453,0.218396,0.192781,0.428876,000000011802.txt
0,0.831867,0.106241,0.144703,0.212482,000000011802.txt
0,0.046391,0.164614,0.092781,0.329087,000000011802.txt
0,0.290000,0.114906,0.068531,0.229813,000000011802.txt
0,0.348594,0.303372,0.133438,0.539344,000000011802.txt
0,0.172398,0.464075,0.268953,0.917330,000000011802.txt
0,0.752785,0.170734,0.046140,0.100781,000000011842.txt
0,0.464918,0.499711,0.242576,0.269047,000000011931.txt
0,0.532281,0.445667,0.264031,0.511000,000000011996.txt
0,0.282938,0.496625,0.565875,0.986500,000000012044.txt
0,0.617347,0.494400,0.738427,0.966360,000000012079.txt
0,0.589117,0.584125,0.242609,0.650750,000000012081.txt
0,0.754984,0.448865,0.150031,0.463271,000000012081.txt
0,0.252625,0.679766,0.265375,0.608993,000000012115.txt
0,0.500492,0.534555,0.091609,0.161756,000000012115.txt
0,0.606703,0.620234,0.134438,0.319719,000000012115.txt
0,0.458031,0.754684,0.130438,0.184262,000000012115.txt
0,0.690945,0.605785,0.063766,0.118735,000000012115.txt
0,0.414313,0.549333,0.076875,0.140632,000000012115.txt
0,0.475290,0.547207,0.506580,0.883664,000000012153.txt
0,0.875586,0.088027,0.076047,0.140572,000000012251.txt
0,0.474672,0.744936,0.395707,0.510128,000000012284.txt
0,0.156948,0.659289,0.221729,0.399578,000000012418.txt
0,0.500000,0.593414,1.000000,0.786516,000000012448.txt
0,0.219312,0.644718,0.387469,0.710563,000000012501.txt
0,0.342539,0.622477,0.248297,0.755047,000000012501.txt
0,0.686664,0.423815,0.153266,0.726878,000000012501.txt
0,0.511570,0.514847,0.199359,0.611385,000000012501.txt
0,0.687740,0.651805,0.316021,0.632047,000000012524.txt
0,0.357490,0.636859,0.390688,0.717750,000000012524.txt
0,0.218781,0.399281,0.073229,0.086656,000000012524.txt
0,0.334052,0.173489,0.586209,0.301716,000000012681.txt
0,0.867729,0.122672,0.184412,0.182696,000000012681.txt
0,0.243539,0.488760,0.129766,0.217979,000000012700.txt
0,0.510503,0.538398,0.676499,0.923203,000000012873.txt
0,0.208150,0.705039,0.302717,0.430609,000000012947.txt
0,0.705972,0.384117,0.116440,0.281766,000000012947.txt
0,0.346336,0.547571,0.049266,0.128475,000000013092.txt
0,0.775930,0.797896,0.051797,0.147281,000000013127.txt
0,0.505858,0.726087,0.049036,0.060441,000000013168.txt
0,0.911928,0.863309,0.164771,0.176454,000000013168.txt
0,0.281461,0.650708,0.559547,0.671917,000000013176.txt
0,0.308859,0.309673,0.183844,0.414626,000000013220.txt
0,0.674781,0.587839,0.364500,0.689182,000000013220.txt
0,0.849461,0.328820,0.096172,0.214977,000000013220.txt
0,0.920766,0.521472,0.152188,0.488645,000000013220.txt
0,0.428460,0.762042,0.101720,0.280000,000000013302.txt
0,0.673453,0.371429,0.510938,0.710539,000000013355.txt
0,0.621627,0.538690,0.214827,0.386700,000000013362.txt
0,0.290360,0.592540,0.327013,0.399280,000000013362.txt
0,0.564711,0.300328,0.246828,0.515691,000000013379.txt
0,0.436969,0.728271,0.149531,0.539533,000000013417.txt
0,0.700273,0.642520,0.158172,0.267903,000000013506.txt
0,0.819469,0.733690,0.239000,0.368347,000000013506.txt
0,0.372664,0.564183,0.204234,0.430181,000000013506.txt
0,0.107258,0.727958,0.211297,0.518292,000000013603.txt
0,0.207773,0.163120,0.415547,0.324680,000000013675.txt
0,0.796305,0.520125,0.140391,0.535875,000000013943.txt
