cls,xcen,ycen,w,h,name
0,0.913977,0.305635,0.040172,0.098354,000000005376.txt
0,0.798883,0.314125,0.049609,0.079125,000000005376.txt
0,0.630125,0.300656,0.047625,0.069896,000000005376.txt
0,0.667125,0.301187,0.040250,0.072167,000000005376.txt
0,0.751945,0.304906,0.044672,0.077604,000000005376.txt
0,0.325875,0.304812,0.054062,0.171500,000000005376.txt
0,0.399945,0.292083,0.045141,0.074375,000000005376.txt
0,0.518398,0.264552,0.041953,0.102937,000000005376.txt
0,0.437023,0.285396,0.051578,0.074583,000000005376.txt
0,0.353937,0.487635,0.276406,0.453937,000000005385.txt
0,0.767695,0.485542,0.210672,0.359542,000000005385.txt
0,0.914937,0.524677,0.170125,0.410396,000000005385.txt
0,0.253383,0.613478,0.503766,0.750562,000000005430.txt
0,0.575523,0.545047,0.234422,0.905410,000000005430.txt
0,0.707867,0.468479,0.178641,0.400000,000000005508.txt
0,0.831375,0.617667,0.337250,0.550333,000000005508.txt
0,0.412078,0.702240,0.500563,0.447188,000000005508.txt
0,0.411562,0.859031,0.319719,0.256229,000000005508.txt
0,0.144969,0.791677,0.256375,0.416646,000000005508.txt
0,0.166266,0.386531,0.331656,0.529146,000000005508.txt
0,0.149594,0.541875,0.194750,0.209000,000000005508.txt
0,0.590656,0.717535,0.133625,0.321408,000000005559.txt
0,0.531984,0.776396,0.496438,0.447208,000000005589.txt
0,0.363808,0.338850,0.094550,0.358950,000000005699.txt
0,0.504842,0.331313,0.085017,0.366875,000000005699.txt
0,0.582133,0.289913,0.073833,0.278925,000000005699.txt
0,0.865025,0.314575,0.082017,0.337700,000000005699.txt
0,0.921833,0.298013,0.053767,0.327525,000000005699.txt
0,0.210958,0.620487,0.172683,0.617125,000000005699.txt
0,0.447550,0.214300,0.048100,0.214750,000000005699.txt
0,0.104850,0.076012,0.015733,0.048025,000000005699.txt
0,0.075392,0.114025,0.023750,0.094400,000000005699.txt
0,0.146367,0.132025,0.019367,0.034150,000000005699.txt
0,0.189200,0.123300,0.016700,0.038650,000000005699.txt
0,0.315758,0.280913,0.073850,0.255675,000000005699.txt
0,0.113858,0.106200,0.023683,0.036500,000000005699.txt
0,0.641012,0.564187,0.698682,0.844594,000000005715.txt
0,0.816624,0.336883,0.110894,0.111328,000000005715.txt
0,0.064365,0.558039,0.128729,0.579578,000000005715.txt
0,0.155824,0.364922,0.127788,0.108156,000000005715.txt
0,0.959800,0.362641,0.080400,0.052000,000000005715.txt
0,0.208224,0.372094,0.076024,0.092250,000000005715.txt
0,0.092894,0.359734,0.089506,0.059781,000000005715.txt
0,0.373820,0.719260,0.138480,0.362689,000000005728.txt
0,0.591180,0.609245,0.079000,0.266042,000000005728.txt
0,0.793060,0.634441,0.238440,0.293051,000000005728.txt
0,0.136120,0.679773,0.242480,0.438218,000000005728.txt
0,0.424551,0.385359,0.262304,0.232614,000000005906.txt
0,0.681047,0.542594,0.178250,0.434979,000000005917.txt
0,0.524617,0.604354,0.190922,0.319333,000000005917.txt
0,0.818195,0.330302,0.107859,0.133437,000000005917.txt
0,0.605016,0.320740,0.067062,0.120063,000000005917.txt
0,0.733148,0.031458,0.084266,0.062917,000000005917.txt
0,0.407023,0.300000,0.102797,0.123583,000000005917.txt
0,0.681539,0.325083,0.081578,0.110542,000000005917.txt
0,0.538484,0.017979,0.072469,0.035958,000000005917.txt
0,0.267133,0.515729,0.143266,0.397750,000000005917.txt
0,0.915797,0.039667,0.071594,0.078708,000000005917.txt
0,0.982266,0.405187,0.030937,0.045625,000000005917.txt
0,0.539141,0.322042,0.062313,0.101250,000000005917.txt
0,0.140734,0.148281,0.068156,0.295646,000000005917.txt
0,0.537500,0.646499,0.205406,0.669672,000000005962.txt
0,0.346344,0.679403,0.329844,0.613466,000000005962.txt
0,0.381656,0.795258,0.091000,0.137869,000000005962.txt
0,0.563602,0.357002,0.096672,0.171616,000000006028.txt
0,0.330547,0.349649,0.033344,0.071616,000000006028.txt
0,0.364773,0.342658,0.044422,0.026956,000000006028.txt
0,0.509828,0.337330,0.026094,0.026698,000000006028.txt
0,0.670320,0.333208,0.019828,0.054005,000000006028.txt
0,0.835922,0.332752,0.036906,0.062365,000000006028.txt
0,0.582094,0.329742,0.024188,0.071616,000000006028.txt
0,0.708375,0.336124,0.030969,0.050984,000000006028.txt
0,0.022781,0.332354,0.045562,0.031920,000000006028.txt
0,0.352610,0.495491,0.261300,0.863448,000000006268.txt
0,0.259830,0.355270,0.516660,0.692823,000000006364.txt
0,0.315790,0.666291,0.628580,0.541592,000000006364.txt
0,0.336389,0.549953,0.197181,0.495188,000000006379.txt
0,0.602654,0.513266,0.225062,0.463312,000000006379.txt
0,0.500844,0.495511,0.998312,0.986514,000000006393.txt
0,0.361007,0.560359,0.457705,0.849469,000000006489.txt
0,0.053232,0.349711,0.103279,0.149953,000000006489.txt
0,0.951969,0.218891,0.010063,0.016656,000000006517.txt
0,0.318073,0.655109,0.131521,0.251031,000000006517.txt
0,0.271125,0.373664,0.010250,0.013703,000000006517.txt
0,0.216979,0.386266,0.017375,0.035844,000000006517.txt
0,0.903039,0.927676,0.111453,0.144648,000000006539.txt
0,0.705227,0.978580,0.029266,0.042559,000000006539.txt
0,0.743703,0.982054,0.027844,0.035892,000000006539.txt
0,0.432680,0.981901,0.014391,0.035399,000000006539.txt
0,0.541664,0.982430,0.018797,0.035141,000000006539.txt
0,0.029891,0.978509,0.050062,0.042981,000000006539.txt
0,0.774891,0.975622,0.022344,0.048709,000000006539.txt
0,0.646328,0.981948,0.025688,0.034977,000000006539.txt
0,0.614531,0.983392,0.023688,0.030634,000000006539.txt
0,0.560414,0.980728,0.024828,0.038545,000000006539.txt
0,0.979031,0.987218,0.011938,0.024671,000000006539.txt
0,0.388820,0.981232,0.033672,0.037535,000000006539.txt
0,0.366711,0.986350,0.017141,0.027300,000000006539.txt
0,0.049258,0.726323,0.098516,0.519016,000000006541.txt
0,0.503922,0.596756,0.246750,0.806487,000000006541.txt
0,0.182453,0.755604,0.364906,0.457417,000000006580.txt
0,0.431078,0.639146,0.204969,0.543167,000000006580.txt
0,0.594422,0.358021,0.048781,0.113542,000000006580.txt
0,0.265469,0.413010,0.080563,0.182521,000000006580.txt
0,0.312492,0.394490,0.062922,0.172479,000000006580.txt
0,0.163758,0.445292,0.065297,0.168750,000000006580.txt
0,0.355008,0.390458,0.058953,0.107125,000000006580.txt
0,0.539234,0.358635,0.089719,0.135146,000000006580.txt
0,0.723250,0.349573,0.031875,0.109771,000000006580.txt
0,0.200297,0.444708,0.086469,0.225875,000000006580.txt
0,0.391320,0.343542,0.079578,0.130167,000000006580.txt
0,0.973375,0.614792,0.053250,0.254542,000000006580.txt
0,0.765250,0.318969,0.054625,0.102854,000000006580.txt
0,0.580050,0.445871,0.444700,0.847538,000000006593.txt
0,0.858320,0.555045,0.226000,0.557297,000000006593.txt
0,0.494820,0.263498,0.083640,0.514805,000000006593.txt
0,0.766992,0.694111,0.071828,0.128737,000000006602.txt
0,0.730844,0.696198,0.036906,0.092294,000000006602.txt
0,0.167187,0.679575,0.063813,0.326160,000000006602.txt
0,0.524422,0.629201,0.035563,0.066856,000000006602.txt
0,0.901523,0.678286,0.041266,0.210851,000000006602.txt
0,0.871562,0.665928,0.038250,0.151031,000000006602.txt
0,0.723516,0.551843,0.035344,0.094149,000000006602.txt
0,0.465781,0.605928,0.022094,0.097732,000000006602.txt
0,0.566648,0.545374,0.023328,0.058376,000000006602.txt
0,0.561727,0.718918,0.066609,0.198299,000000006602.txt
0,0.585258,0.541637,0.017328,0.044149,000000006602.txt
0,0.698656,0.683750,0.045500,0.105180,000000006602.txt
0,0.133180,0.609497,0.028484,0.119356,000000006602.txt
0,0.473095,0.503520,0.856295,0.961800,000000006664.txt
0,0.563030,0.504160,0.270740,0.304907,000000006719.txt
0,0.818160,0.035800,0.008280,0.009040,000000006719.txt
0,0.831530,0.034253,0.012780,0.019440,000000006719.txt
0,0.261234,0.600000,0.316844,0.773042,000000006896.txt
0,0.099539,0.479458,0.017984,0.059333,000000006896.txt
0,0.113172,0.484073,0.011687,0.055979,000000006896.txt
0,0.400828,0.548198,0.019875,0.072396,000000006896.txt
0,0.141352,0.574155,0.282703,0.851690,000000006935.txt
0,0.631219,0.605622,0.158562,0.559554,000000006935.txt
0,0.285313,0.608357,0.097906,0.401643,000000006935.txt
0,0.302078,0.356984,0.115437,0.396408,000000006935.txt
0,0.399984,0.376174,0.072094,0.339296,000000006935.txt
0,0.601000,0.267347,0.046531,0.164930,000000006935.txt
0,0.540203,0.310998,0.065000,0.288005,000000006935.txt
0,0.492203,0.432969,0.154656,0.602559,000000006935.txt
0,0.666109,0.262570,0.049844,0.267019,000000006935.txt
0,0.566531,0.284800,0.037937,0.198474,000000006935.txt
0,0.547836,0.196432,0.019797,0.056573,000000006935.txt
0,0.582195,0.211608,0.023953,0.102934,000000006935.txt
0,0.643824,0.487639,0.559542,0.880899,000000006973.txt
0,0.466445,0.651219,0.362422,0.563771,000000007050.txt
0,0.832961,0.639271,0.334078,0.704042,000000007050.txt
0,0.812719,0.568979,0.374563,0.575042,000000007050.txt
0,0.005016,0.292823,0.010031,0.158271,000000007050.txt
0,0.382539,0.377969,0.032516,0.060728,000000007232.txt
0,0.740297,0.483157,0.012156,0.018568,000000007232.txt
0,0.715000,0.459777,0.008594,0.018380,000000007232.txt
0,0.415273,0.368873,0.027203,0.065587,000000007232.txt
0,0.581320,0.544942,0.142141,0.874162,000000007256.txt
0,0.201672,0.569277,0.189531,0.838208,000000007256.txt
